ensgid	alias	pHaplo	pTriplo	pHaplo_decile	pTriplo_decile
ENSG00000143437	ARNT	0.50542650667813	0.969387691450385	5	9
ENSG00000143442	POGZ	0.978432828523843	0.975059298421783	9	9
ENSG00000143443	C1orf56	0.148428932259974	0.498344780191209	1	6
ENSG00000143450	OAZ3	0.0479785740852716	0.126142469619603	0	1
ENSG00000143452	HORMAD1	0.161821082322116	0.504588635641475	2	6
ENSG00000143457	GOLPH3L	0.116131290709118	0.34249213216706	1	4
ENSG00000143458	GABPB2	0.0619120240501018	0.339481619324441	0	4
ENSG00000143469	SYT14	0.798038132490632	0.655575957959574	7	7
ENSG00000143473	KCNH1	0.947961622004268	0.997201357320668	9	9
ENSG00000143476	DTL	0.745735467470235	0.305521162217199	7	4
ENSG00000143479	DYRK3	0.306655038708288	0.326598804429559	3	4
ENSG00000143486	EIF2D	0.416343027665198	0.772137141483218	5	8
ENSG00000143493	INTS7	0.875239027187151	0.647103563690714	8	7
ENSG00000143494	VASH2	0.817066556095642	0.57164256023005	8	6
ENSG00000143498	TAF1A	0.455993744343467	0.164679407305183	5	1
ENSG00000143499	SMYD2	0.841547603554136	0.671614526744314	8	7
ENSG00000143502	SUSD4	0.742114277910206	0.544880249765829	7	6
ENSG00000143507	DUSP10	0.855039708930528	0.648905953317169	8	7
ENSG00000143512	HHIPL2	0.175077188682583	0.362370954154362	2	4
ENSG00000143514	TP53BP2	0.884172641251902	0.937241927844927	8	9
ENSG00000143515	ATP8B2	0.416555341459698	0.708523350739103	5	7
ENSG00000143520	FLG2	0.0893170541773002	0.289547056251582	0	3
ENSG00000143536	CRNN	0.101839893495324	0.150433091315188	1	1
ENSG00000143537	ADAM15	0.152089098485896	0.585140498602824	1	7
ENSG00000143543	JTB	0.109786487746006	0.430583024521023	1	5
ENSG00000143545	RAB13	0.13618595551522	0.347730993493651	1	4
ENSG00000143546	S100A8	0.182983172279314	0.15270770450843	2	1
ENSG00000143549	TPM3	0.2008051703021	0.645100263202188	2	7
ENSG00000143552	NUP210L	0.192836524563898	0.488193940140486	2	6
ENSG00000143553	SNAPIN	0.0588139511832307	0.561663094725995	0	6
ENSG00000143554	SLC27A3	0.108909790141785	0.375527246044019	1	5
ENSG00000143556	S100A7	0.0851631951748748	0.182377890138427	0	2
ENSG00000143569	UBAP2L	0.968652653380685	0.997206623389067	9	9
ENSG00000143570	SLC39A1	0.12595201892846	0.359627277340825	1	4
ENSG00000143575	HAX1	0.0922162730748538	0.781065981376984	0	8
ENSG00000143578	CREB3L4	0.224388343384434	0.168919945351619	2	1
ENSG00000143590	EFNA3	0.316903962979024	0.838700802628898	4	8
ENSG00000143595	AQP10	0.210156516346096	0.5042136646176	2	6
ENSG00000143603	KCNN3	0.881962957557903	0.961672250880693	8	9
ENSG00000143612	C1orf43	0.221453198632158	0.560088061168193	2	6
ENSG00000143614	GATAD2B	0.92833110519773	0.99607909354451	8	9
ENSG00000143621	ILF2	0.747090023977822	0.989160540209548	7	9
ENSG00000143622	RIT1	0.0915388985394556	0.994992510054623	0	9
ENSG00000143624	INTS3	0.837863118332108	0.999432763771917	8	9
ENSG00000143627	PKLR	0.296947175682982	0.598467633623801	3	7
ENSG00000143630	HCN3	0.261706071503141	0.535112105274029	3	6
ENSG00000143631	FLG	0.105869141734649	0.112000684296848	1	1
ENSG00000143632	ACTA1	0.854170677970602	0.904849338618858	8	8
ENSG00000143633	C1orf131	0.713413674175815	0.167541158818973	7	1
ENSG00000143641	GALNT2	0.850802462020482	0.609601639418941	8	7
ENSG00000143643	TTC13	0.879425451553897	0.129254169127582	8	1
ENSG00000143653	SCCPDH	0.675137381353916	0.162904088645355	7	1
ENSG00000143669	LYST	0.94220959096652	0.465722479592037	9	6
ENSG00000143702	CEP170	0.99134809409149	0.45780151291144	9	5
ENSG00000143727	ACP1	0.877418870946827	0.205201441232986	8	2
ENSG00000143740	SNAP47	0.389175885715133	0.568287937650072	4	6
ENSG00000143742	SRP9	0.613343779229077	0.575147569394808	6	6
ENSG00000143748	NVL	0.879966838205021	0.665564307116453	8	7
ENSG00000143751	SDE2	0.414925919963914	0.48062042900399	5	6
ENSG00000143753	DEGS1	0.498319319298824	0.394532543312547	5	5
ENSG00000143756	FBXO28	0.947191284867924	0.748814010739292	9	8
ENSG00000143761	ARF1	0.417953875519471	0.966507972928483	5	9
ENSG00000143768	LEFTY2	0.218855680640254	0.231985334068115	2	2
ENSG00000143771	CNIH4	0.380411881079144	0.276493787522847	4	3
ENSG00000143772	ITPKB	0.885147001112547	0.308314518928225	8	4
ENSG00000143774	GUK1	0.116880518613124	0.524142317659327	1	6
ENSG00000143776	CDC42BPA	0.927200665179119	0.999270629414762	8	9
ENSG00000143786	CNIH3	0.840629776588321	0.348580524513707	8	4
ENSG00000143793	C1orf35	0.155611253873301	0.549512049884113	1	6
ENSG00000143797	MBOAT2	0.934844870535052	0.376534439195355	9	5
ENSG00000143799	PARP1	0.798529876147198	0.869342286964223	7	8
ENSG00000143801	PSEN2	0.731168385424373	0.769947994589926	7	8
ENSG00000143811	PYCR2	0.321131121199123	0.711028024536269	4	7
ENSG00000143815	LBR	0.871791473694022	0.117325332175722	8	1
ENSG00000143816	WNT9A	0.852106547390972	0.375399114084686	8	5
ENSG00000143819	EPHX1	0.528523493715379	0.553477874950777	6	6
ENSG00000143839	REN	0.584837862586115	0.273068600107745	6	3
ENSG00000143842	SOX13	0.960957780000476	0.602883005229656	9	7
ENSG00000143845	ETNK2	0.560865735895348	0.397359884734219	6	5
ENSG00000143847	PPFIA4	0.440636580208727	0.204933240714354	5	2
ENSG00000143850	PLEKHA6	0.575604551464173	0.651770659059902	6	7
ENSG00000143851	PTPN7	0.40613106952923	0.474095543656878	5	6
ENSG00000143858	SYT2	0.921758907478746	0.833570598685573	8	8
ENSG00000143862	ARL8A	0.528207807735957	0.969091396034316	6	9
ENSG00000143867	OSR1	0.982227958330301	0.50020037595533	9	6
ENSG00000143869	GDF7	0.99125132515041	0.499377175827452	9	6
ENSG00000143870	PDIA6	0.90767741647934	0.565135019807933	8	6
ENSG00000143878	RHOB	0.576040140058019	0.419535732114459	6	5
ENSG00000143882	ATP6V1C2	0.889790394096391	0.964510534785214	8	9
ENSG00000143889	HNRNPLL	0.952855259549599	0.466653320534778	9	6
ENSG00000143891	GALM	0.580260922308772	0.620168170248907	6	7
ENSG00000143919	CAMKMT	0.193714802798458	0.899626451171291	2	8
ENSG00000143921	ABCG8	0.21266833820377	0.0628510297952565	2	0
ENSG00000143924	EML4	0.732870311602289	0.311518587836766	7	4
ENSG00000143933	CALM2	0.899709211477208	0.673674209719498	8	7
ENSG00000143942	CHAC2	0.21645627267731	0.117267289104978	2	1
ENSG00000143947	RPS27A	0.860901525460966	0.122606988559465	8	1
ENSG00000143951	WDPCP	0.193549665909552	0.26450913438109	2	3
ENSG00000143952	VPS54	0.914074851133573	0.495366004497511	8	6
ENSG00000143954	REG3G	0.12626256358369	0.0869647110064671	1	0
ENSG00000143970	ASXL2	0.973339959480575	0.881140120934984	9	8
ENSG00000143971	ETAA1	0.390350898956914	0.132057831683256	4	1
ENSG00000143977	SNRPG	0.401633395284761	0.677160611782512	5	7
ENSG00000143994	ABHD1	0.113916045648845	0.188101564523877	1	2
ENSG00000143995	MEIS1	0.998139871863572	0.972819573892584	9	9
ENSG00000144015	TRIM43	0.0795870838905169	0.364058305255948	0	4
ENSG00000144021	CIAO1	0.1544482481001	0.915701448587379	1	9
ENSG00000144026	ZNF514	0.0736695697114748	0.0504033461832311	0	0
ENSG00000144028	SNRNP200	0.962311878418683	0.99995692715705	9	9
ENSG00000144029	MRPS5	0.121944095042519	0.161487941227378	1	1
ENSG00000144031	ANKRD53	0.162683147839189	0.107746427646657	2	0
ENSG00000144034	TPRKB	0.0538772256147222	0.215484660218207	0	2
ENSG00000144035	NAT8	0.110130290087057	0.264407764670324	1	3
ENSG00000144036	EXOC6B	0.428291462924488	0.688740910315884	5	7
ENSG00000144040	SFXN5	0.111270230228312	0.157505530040817	1	1
ENSG00000144043	TEX261	0.112784669248313	0.325628709721072	1	4
ENSG00000144045	DQX1	0.684832886080135	0.99657426796313	7	9
ENSG00000144048	DUSP11	0.0980824871306615	0.313635488171564	0	4
ENSG00000144057	ST6GAL2	0.233540882074618	0.303288877199963	3	4
ENSG00000144061	NPHP1	0.118549786327746	0.331750440746667	1	4
ENSG00000144063	MALL	0.127491962219914	0.373392713256084	1	5
ENSG00000144115	THNSL2	0.170507862082251	0.137457957792933	2	1
ENSG00000144118	RALB	0.11104523146572	0.562979185976923	1	6
ENSG00000144119	C1QL2	0.613144428510105	0.431972556547448	6	5
ENSG00000144120	TMEM177	0.0719479426773511	0.278850854533911	0	3
ENSG00000144130	NT5DC4	0.116570567558249	0.243914750149211	1	3
ENSG00000144134	RABL2A	0.0736707498295071	0.171010860362394	0	1
ENSG00000144136	SLC20A1	0.408402942614163	0.616581770901796	5	7
ENSG00000144152	FBLN7	0.0894658695395875	0.369925727159051	0	5
ENSG00000144161	ZC3H8	0.0929031391034619	0.351078991726271	0	4
ENSG00000144182	LIPT1	0.0803818495689699	0.309194956447096	0	4
ENSG00000144191	CNGA3	0.0972938174003826	0.432263352275771	0	5
ENSG00000144199	FAHD2B	0.122027304788113	0.213550060785245	1	2
ENSG00000144214	LYG1	0.0683683663378048	0.105738535060147	0	0
ENSG00000144218	AFF3	0.562865676030149	0.761186186685725	6	8
ENSG00000144224	UBXN4	0.503260095839686	0.582364224573407	5	7
ENSG00000144227	NXPH2	0.64453419146791	0.567728342388373	6	6
ENSG00000144228	SPOPL	0.206825725145173	0.339078240590098	2	4
ENSG00000144229	THSD7B	0.0849392305063424	0.150828166406292	0	1
ENSG00000144230	GPR17	0.235054698428241	0.167659182294951	3	1
ENSG00000144231	POLR2D	0.147144234738766	0.745711348168095	1	8
ENSG00000144233	AMMECR1L	0.80400766428254	0.983284287547491	8	9
ENSG00000144278	GALNT13	0.481775552123274	0.250937832720409	5	3
ENSG00000144283	PKP4	0.863979283598005	0.68031020166772	8	7
ENSG00000144285	SCN1A	0.954298029740623	0.949082211918578	9	9
ENSG00000144290	SLC4A10	0.477189651421731	0.762606504262322	5	8
ENSG00000144306	SCRN3	0.201381557693908	0.271241054862251	2	3
ENSG00000144331	ZNF385B	0.454511840813474	0.294004665372675	5	3
ENSG00000144339	TMEFF2	0.472762039054738	0.292784552578678	5	3
ENSG00000144354	CDCA7	0.622278067518707	0.198822435286942	6	2
ENSG00000144355	DLX1	0.909377998679131	0.973726085128979	8	9
ENSG00000144357	UBR3	0.914736262774608	0.914946016361391	8	8
ENSG00000144362	PHOSPHO2	0.0914264754835325	0.0773821158548835	0	0
ENSG00000144366	GULP1	0.751663837533743	0.656326269165856	7	7
ENSG00000144369	FAM171B	0.530565531392601	0.398705921622534	6	5
ENSG00000144381	HSPD1	0.972961910177403	0.987362425155543	9	9
ENSG00000144395	CCDC150	0.240512224157301	0.0433985501886758	3	0
ENSG00000144401	METTL21A	0.412168222886419	0.478153821736601	5	6
ENSG00000144406	UNC80	0.840627528597528	0.698818392373075	8	7
ENSG00000144407	PTH2R	0.177435527969575	0.0865321729776029	2	0
ENSG00000144410	CPO	0.0698983111661508	0.209033359641147	0	2
ENSG00000144426	NBEAL1	0.301588025783821	0.262331402672849	3	3
ENSG00000144445	KANSL1L	0.939603352399314	0.311665628468535	9	4
ENSG00000144451	SPAG16	0.458129159290368	0.140895709807476	5	1
ENSG00000144452	ABCA12	0.523201495442	0.575258838571356	6	6
ENSG00000144455	SUMF1	0.912856810202997	0.307823597959232	8	4
ENSG00000144460	NYAP2	0.82713442408235	0.390752682179161	8	5
ENSG00000144468	RHBDD1	0.486440437279641	0.164388481087725	5	1
ENSG00000144476	ACKR3	0.805418913085903	0.26953714399305	8	3
ENSG00000144481	TRPM8	0.195207447684085	0.277936726681898	2	3
ENSG00000144485	HES6	0.525925321146958	0.372586545277356	6	5
ENSG00000144488	ESPNL	0.561853711104356	0.268770110459468	6	3
ENSG00000144504	ANKMY1	0.846398906603042	0.107805513490908	8	0
ENSG00000144524	COPS7B	0.900785920678298	0.695700810326064	8	7
ENSG00000144535	DIS3L2	0.934944277114707	0.714994203280331	9	7
ENSG00000144550	CPNE9	0.37111224855066	0.452475172223197	4	5
ENSG00000144554	FANCD2	0.781480282884555	0.274070128821614	7	3
ENSG00000144559	TAMM41	0.760329733287855	0.193227929133743	7	2
ENSG00000144560	VGLL4	0.669915210422302	0.328018583044049	7	4
ENSG00000144566	RAB5A	0.917464669950971	0.453607638982389	8	5
ENSG00000144579	CTDSP1	0.705424565652511	0.779939551705392	7	8
ENSG00000144589	STK11IP	0.49823909510411	0.321822886444692	5	4
ENSG00000144591	GMPPA	0.262439761183485	0.465641806510642	3	6
ENSG00000144597	EAF1	0.81398935832384	0.555739079213322	8	6
ENSG00000144619	CNTN4	0.699731892074286	0.177902209955643	7	2
ENSG00000144635	DYNC1LI1	0.695083912837653	0.461134802704908	7	6
ENSG00000144642	RBMS3	0.892625098634741	0.450184930955028	8	5
ENSG00000144644	GADL1	0.12832797050942	0.11500690332242	1	1
ENSG00000144645	OSBPL10	0.789697762944336	0.652942548020275	7	7
ENSG00000144647	POMGNT2	0.101285195578101	0.23477806547472	0	3
ENSG00000144648	ACKR2	0.227534692591844	0.31857455989747	2	4
ENSG00000144655	CSRNP1	0.528254208094125	0.323369943903638	6	4
ENSG00000144659	SLC25A38	0.38315249801885	0.344269665348019	4	4
ENSG00000144668	ITGA9	0.811744226965063	0.46477290842931	8	6
ENSG00000144671	SLC22A14	0.0786210155847459	0.186760046928326	0	2
ENSG00000144674	GOLGA4	0.720737423436634	0.550834841942638	7	6
ENSG00000144677	CTDSPL	0.788339581658283	0.741871533346797	7	8
ENSG00000144681	STAC	0.361602032680319	0.237613096317832	4	3
ENSG00000144711	IQSEC1	0.938275036674258	0.807106404724411	9	8
ENSG00000144712	CAND2	0.633179665771208	0.481471397461203	6	6
ENSG00000144713	RPL32	0.971757163836191	0.277086311444941	9	3
ENSG00000144724	PTPRG	0.943681199838071	0.811975012996175	9	8
ENSG00000144730	IL17RD	0.632907150917977	0.296121732540858	6	4
ENSG00000144736	SHQ1	0.400909648568661	0.470703310940858	5	6
ENSG00000144741	SLC25A26	0.0962111032908264	0.117454948220843	0	1
ENSG00000144744	UBA3	0.669135398917066	0.343595113108392	7	4
ENSG00000144746	ARL6IP5	0.252035986947941	0.151515555391822	3	1
ENSG00000144747	TMF1	0.447341721224486	0.141367970504349	5	1
ENSG00000144749	LRIG1	0.723763713885635	0.498381755083925	7	6
ENSG00000144771	LRTM1	0.107875497664664	0.127863655204546	1	1
ENSG00000144791	LIMD1	0.625062420614048	0.650092046307603	6	7
ENSG00000144792	ZNF660	0.0926645707237151	0.136082365494823	0	1
ENSG00000144802	NFKBIZ	0.934621996578885	0.546340476072041	9	6
ENSG00000144810	COL8A1	0.511449992751253	0.665137031939616	5	7
ENSG00000144815	NXPE3	0.182935362455244	0.515315084781166	2	6
ENSG00000144821	MYH15	0.258985136264194	0.480858519763714	3	6
ENSG00000144824	PHLDB2	0.632195605024537	0.589207378797591	6	7
ENSG00000144827	ABHD10	0.271248186472436	0.332862443130502	3	4
ENSG00000144834	TAGLN3	0.0853951907291948	0.224112903961876	0	2
ENSG00000144837	PLA1A	0.472571107988463	0.273826115164691	5	3
ENSG00000144840	RABL3	0.114340961181311	0.294471193754009	1	3
ENSG00000144843	ADPRH	0.194068108884828	0.271277877918497	2	3
ENSG00000144847	IGSF11	0.182837015199404	0.147106806022267	2	1
ENSG00000144848	ATG3	0.172793914133513	0.287013729063077	2	3
ENSG00000144852	NR1I2	0.332637698330392	0.497298581875937	4	6
ENSG00000144857	BOC	0.845958817077824	0.381597460514425	8	5
ENSG00000144867	SRPRB	0.155233510385768	0.362117981983201	1	4
ENSG00000144868	TMEM108	0.687661729488906	0.572894576171849	7	6
ENSG00000144891	AGTR1	0.195714343209788	0.123616235649782	2	1
ENSG00000144893	MED12L	0.987830327032298	0.972146493494165	9	9
ENSG00000144895	EIF2A	0.804301933280959	0.598341115079144	8	7
ENSG00000144908	ALDH1L1	0.4835925441976	0.155709680322023	5	1
ENSG00000144909	OSBPL11	0.761568963277127	0.626973791124999	7	7
ENSG00000144935	TRPC1	0.352804085939081	0.620369238827527	4	7
ENSG00000144959	NCEH1	0.284239365906393	0.392869854819982	3	5
ENSG00000144962	SPATA16	0.361898784223546	0.155295291145796	4	1
ENSG00000145002	FAM86B2	0.0771072307730962	0.127381476542374	0	1
ENSG00000145012	LPP	0.784178526008837	0.379311929419137	7	5
ENSG00000145014	TMEM44	0.793473525651779	0.154860305006747	7	1
ENSG00000145020	AMT	0.109248855607812	0.545612901289706	1	6
ENSG00000145022	TCTA	0.151330980068407	0.459175586768872	1	5
ENSG00000145029	NICN1	0.0709826751722557	0.347419725880278	0	4
ENSG00000145040	UCN2	0.111706178247071	0.194636329630272	1	2
ENSG00000145050	MANF	0.297469810287506	0.500917833136408	3	6
ENSG00000145087	STXBP5L	0.526423947994177	0.245342847982583	6	3
ENSG00000145088	EAF2	0.10528511721226	0.135078305130837	1	1
ENSG00000145103	ILDR1	0.297258353078137	0.368328591013323	3	5
ENSG00000145107	TM4SF19	0.565506285168693	0.256550731206241	6	3
ENSG00000145113	MUC4	0.0900807580257439	0.0242927154779264	0	0
ENSG00000145147	SLIT2	0.988285731853722	0.816953460699873	9	8
ENSG00000145191	EIF2B5	0.725194153300736	0.531539364793234	7	6
ENSG00000145192	AHSG	0.733023615552073	0.170013130788642	7	1
ENSG00000145194	ECE2	0.474786096571451	0.396339571725114	5	5
ENSG00000145198	VWA5B2	0.687552823082214	0.690177650509528	7	7
ENSG00000145214	DGKQ	0.665770074616776	0.201713606063949	7	2
ENSG00000145216	FIP1L1	0.791762691456385	0.827330823228264	7	8
ENSG00000145217	SLC26A1	0.487834128039449	0.239698118532264	5	3
ENSG00000145220	LYAR	0.789999601905492	0.41732795452763	7	5
ENSG00000145241	CENPC	0.597095245531002	0.251011294873207	6	3
ENSG00000145242	EPHA5	0.293263726859983	0.453653090920634	3	5
ENSG00000145244	CORIN	0.126430590786327	0.215729873123123	1	2
ENSG00000145246	ATP10D	0.316525884560817	0.424615989339419	4	5
ENSG00000145247	OCIAD2	0.0502219688475589	0.114163797959708	0	1
ENSG00000145248	SLC10A4	0.39157623786442	0.399087938272855	4	5
ENSG00000145283	SLC10A6	0.162919745877152	0.129649096594489	2	1
ENSG00000145284	SCD5	0.278463696333088	0.328583568027828	3	4
ENSG00000145287	PLAC8	0.1247444212028	0.0747495866226109	1	0
ENSG00000145293	ENOPH1	0.548503462473344	0.706705120951587	6	7
ENSG00000145309	CABS1	0.0296538846065082	0.128163252777908	0	1
ENSG00000145321	GC	0.325058924910704	0.385073654373615	4	5
ENSG00000145331	TRMT10A	0.14466383610113	0.156451408889958	1	1
ENSG00000145332	KLHL8	0.148438742270054	0.180405752749533	1	2
ENSG00000145335	SNCA	0.399372132333056	0.311985730972258	4	4
ENSG00000145337	PYURF	0.166460068713303	0.275758276299537	2	3
ENSG00000145348	TBCK	0.140611040590537	0.936129184035586	1	9
ENSG00000145349	CAMK2D	0.838587401032752	0.88804595031497	8	8
ENSG00000145354	CISD2	0.35137364566324	0.553670160571348	4	6
ENSG00000145358	DDIT4L	0.298518348054762	0.125067117756166	3	1
ENSG00000145362	ANK2	0.997706705367752	0.977314190094037	9	9
ENSG00000145365	TIFA	0.151555659385499	0.236098147000956	1	3
ENSG00000145375	SPATA5	0.229909745277917	0.481477279064921	3	6
ENSG00000145384	FABP2	0.0848061095722809	0.0663923018685924	0	0
ENSG00000145386	CCNA2	0.862503047458797	0.199039373524974	8	2
ENSG00000145388	METTL14	0.467803784517836	0.521674484816298	5	6
ENSG00000145390	USP53	0.591337518081136	0.979717895572771	6	9
ENSG00000145391	SETD7	0.771926996146673	0.556989108771508	7	6
ENSG00000145414	NAF1	0.930001020008174	0.466270369529228	8	6
ENSG00000145423	SFRP2	0.759992971000397	0.393669287711596	7	5
ENSG00000145425	RPS3A	0.979675974626613	0.205695464654071	9	2
ENSG00000145428	RNF175	0.227129226359888	0.144116906681974	2	1
ENSG00000145431	PDGFC	0.913054982409665	0.7027174123913	8	7
ENSG00000145439	CBR4	0.551918024489648	0.293888237738895	6	3
ENSG00000145451	GLRA3	0.538607774899979	0.281601661292575	6	3
ENSG00000145476	CYP4V2	0.642052452124088	0.0679302325716172	6	0
ENSG00000145491	ROPN1L	0.503513621485011	0.154484279394994	5	1
ENSG00000145494	NDUFS6	0.88656526708172	0.154514134433885	8	1
ENSG00000145506	NKD2	0.88998644951334	0.279619406909151	8	3
ENSG00000145526	CDH18	0.300232063546507	0.0616935448415323	3	0
ENSG00000145536	ADAMTS16	0.979955940089191	0.927853247057217	9	9
ENSG00000145545	SRD5A1	0.894712062607849	0.860984444447502	8	8
ENSG00000145555	MYO10	0.894954987893904	0.852494501948991	8	8
ENSG00000145592	RPL37	0.487955204322827	0.113908677082714	5	1
ENSG00000145604	SKP2	0.959069770219416	0.858202619750113	9	8
ENSG00000145623	OSMR	0.736428511327405	0.568564021330061	7	6
ENSG00000145626	UGT3A1	0.107586938391556	0.102359150320709	1	0
ENSG00000145632	PLK2	0.94962916619933	0.429450647612546	9	5
ENSG00000145649	GZMA	0.142000763424402	0.164043623178295	1	1
ENSG00000145675	PIK3R1	0.963640953988576	0.999942976961164	9	9
ENSG00000145681	HAPLN1	0.417735839593576	0.339364945193471	5	4
ENSG00000145685	LHFPL2	0.342831960682132	0.492200050586158	4	6
ENSG00000145687	SSBP2	0.622551037352924	0.530792903491414	6	6
ENSG00000145692	BHMT	0.344946776679562	0.0814137366388675	4	0
ENSG00000145700	ANKRD31	0.197810085321933	0.303699777273321	2	4
ENSG00000145703	IQGAP2	0.251311159846259	0.497439992794202	3	6
ENSG00000145708	CRHBP	0.375548260472935	0.165764777360211	4	1
ENSG00000145715	RASA1	0.986520252006647	0.939093997713666	9	9
ENSG00000145721	LIX1	0.184956935309819	0.103995657420307	2	0
ENSG00000145723	GIN1	0.293927342949038	0.368424242879788	3	5
ENSG00000145725	PPIP5K2	0.529421344188505	0.451136531904517	6	5
ENSG00000145730	PAM	0.368639328215317	0.206578217194103	4	2
ENSG00000145734	BDP1	0.49899770056432	0.303501470233878	5	4
ENSG00000145736	GTF2H2	0.0847678413227006	0.32982890240597	0	4
ENSG00000145740	SLC30A5	0.15776602513407	0.389202752218188	1	5
ENSG00000145741	BTF3	0.776380819169773	0.607830024553327	7	7
ENSG00000145743	FBXL17	0.86766641073934	0.784373060176162	8	8
ENSG00000145757	SPATA9	0.176672299866284	0.126399187909279	2	1
ENSG00000145777	TSLP	0.355426942152316	0.126672176666965	4	1
ENSG00000145779	TNFAIP8	0.565066051515411	0.236925707606306	6	3
ENSG00000145780	FEM1C	0.539375024976863	0.819400695534699	6	8
ENSG00000145781	COMMD10	0.134098478655908	0.173992200673723	1	2
ENSG00000145782	ATG12	0.325526855364254	0.205642343674527	4	2
ENSG00000145794	MEGF10	0.582603696149158	0.184854131420664	6	2
ENSG00000145808	ADAMTS19	0.724345222627802	0.278148608084712	7	3
ENSG00000145817	YIPF5	0.811007995355856	0.21430824241479	8	2
ENSG00000145819	ARHGAP26	0.874171959019817	0.76262612094601	8	8
ENSG00000145824	CXCL14	0.596574654445039	0.346068626290303	6	4
ENSG00000145826	LECT2	0.260251219368489	0.261672571803877	3	3
ENSG00000145832	SLC25A48	0.346318616734183	0.149954453486265	4	1
ENSG00000145833	DDX46	0.971064855205421	0.997675779659944	9	9
ENSG00000145839	IL9	0.335543044378443	0.240839325081779	4	3
ENSG00000145850	TIMD4	0.127290847017258	0.122950061741301	1	1
ENSG00000145860	RNF145	0.944773216055274	0.456195904495995	9	5
ENSG00000145861	C1QTNF2	0.451817789239673	0.190639097579361	5	2
ENSG00000145863	GABRA6	0.31608432986844	0.143558222007979	4	1
ENSG00000145864	GABRB2	0.771410463849393	0.647044643484172	7	7
ENSG00000145868	FBXO38	0.969389673999345	0.821335388720759	9	8
ENSG00000145879	SPINK7	0.196601976076996	0.11143039443375	2	1
ENSG00000145882	PCYOX1L	0.158470917117153	0.197929038743498	1	2
ENSG00000145888	GLRA1	0.549109076313421	0.686707795359715	6	7
ENSG00000145901	TNIP1	0.713757043712436	0.482278378507689	7	6
ENSG00000145907	G3BP1	0.916503739138763	0.946119774340448	8	9
ENSG00000145908	ZNF300	0.101567831070757	0.0327614652632474	0	0
ENSG00000145911	N4BP3	0.722873820480494	0.0856801112874954	7	0
ENSG00000145912	NHP2	0.445040073633866	0.363398585590348	5	4
ENSG00000145916	RMND5B	0.742977577130201	0.303952322884088	7	4
ENSG00000145919	BOD1	0.841577256100224	0.941081135935186	8	9
ENSG00000145920	CPLX2	0.421955241843762	0.461254600469809	5	6
ENSG00000145934	TENM2	0.984407940194644	0.973196832967899	9	9
ENSG00000145936	KCNMB1	0.437093242492137	0.196862518444839	5	2
ENSG00000145945	FAM50B	0.52562746456498	0.527066645655909	6	6
ENSG00000145949	MYLK4	0.787421268622664	0.506923549108539	7	6
ENSG00000145975	FAM217A	0.599144806496079	0.110968055707087	6	1
ENSG00000145979	TBC1D7	0.605753513544321	0.162812793023992	6	1
ENSG00000145982	FARS2	0.645889469286885	0.44401877811364	6	5
ENSG00000145990	GFOD1	0.921953309666574	0.57362042170957	8	6
ENSG00000145996	CDKAL1	0.588974832310962	0.548243676984887	6	6
ENSG00000146005	PSD2	0.283602440691376	0.250147627993524	3	3
ENSG00000146006	LRRTM2	0.67128070728517	0.832548644847369	7	8
ENSG00000146007	ZMAT2	0.563072834826801	0.991675531389953	6	9
ENSG00000146013	GFRA3	0.511245738771523	0.735431492995549	5	8
ENSG00000146021	KLHL3	0.897705966785168	0.666255621398872	8	7
ENSG00000146038	DCDC2	0.602163154024219	0.20119772654537	6	2
ENSG00000146039	SLC17A4	0.170467390550541	0.329737563426441	2	4
ENSG00000146049	KAAG1	0.278302682522653	0.40642073609747	3	5
ENSG00000146054	TRIM7	0.952851959439429	0.945856383068239	9	9
ENSG00000146063	TRIM41	0.988155088790621	0.997920256197309	9	9
ENSG00000146066	HIGD2A	0.394557403079497	0.226435271992792	4	2
ENSG00000146067	FAM193B	0.835948663123462	0.699651461233241	8	7
ENSG00000146070	PLA2G7	0.146090265802302	0.138364240679687	1	1
ENSG00000146072	TNFRSF21	0.580394228263825	0.355740493855579	6	4
ENSG00000146083	RNF44	0.561589472673045	0.413854230397655	6	5
ENSG00000146090	RASGEF1C	0.798433511279191	0.14910486882888	7	1
ENSG00000146094	DOK3	0.233513372963044	0.128482172068707	3	1
ENSG00000146109	ABT1	0.299732832685654	0.464686253009063	3	6
ENSG00000146112	PPP1R18	0.335281949653507	0.409313584937346	4	5
ENSG00000146122	DAAM2	0.949070939113812	0.728632230809835	9	7
ENSG00000146143	PRIM2	0.268099203083436	0.158584123728205	3	1
ENSG00000146147	MLIP	0.240933267909836	0.304512031179955	3	4
ENSG00000146151	HMGCLL1	0.0780015492907535	0.13403342299509	0	1
ENSG00000146166	LGSN	0.106065091588452	0.14405343545968	1	1
ENSG00000146192	FGD2	0.25516226794228	0.137571607474434	3	1
ENSG00000146197	SCUBE3	0.976840933089562	0.969626030048366	9	9
ENSG00000146205	ANO7	0.217734865501233	0.179595709990779	2	2
ENSG00000146215	CRIP3	0.1835287218851	0.159662579266095	2	1
ENSG00000146216	TTBK1	0.816563799491401	0.993047004182289	8	9
ENSG00000146221	TCTE1	0.286658358181299	0.269346501767137	3	3
ENSG00000146223	RPL7L1	0.239444253247685	0.436779069282423	3	5
ENSG00000146232	NFKBIE	0.607304002009187	0.733961320622742	6	8
